attr,age_band,education_tier,level,prob,syn,abs_dev,cell_n
financial_vulnerability,30-44,higher,3,0.2383,0.23763810903821772,0.000661890961782291,182193
financial_vulnerability,30-44,higher,4,0.2407,0.2415186093867492,0.0008186093867492139,182193
financial_vulnerability,30-44,higher,5,0.1404,0.13972545597251265,0.0006745440274873449,182193
financial_vulnerability,45-59,lower,1,0.1357,0.13488179969496694,0.0008182003050330455,157360
financial_vulnerability,45-59,lower,2,0.1752,0.17528596847991865,8.59684799186522e-05,157360
financial_vulnerability,45-59,lower,3,0.2198,0.22015760040671073,0.0003576004067107341,157360
financial_vulnerability,45-59,lower,4,0.2242,0.22400228774783934,0.00019771225216067,157360
financial_vulnerability,45-59,lower,5,0.245,0.2456723436705643,0.0006723436705643182,157360
financial_vulnerability,45-59,higher,1,0.377,0.37754274304255586,0.0005427430425558599,128208
financial_vulnerability,45-59,higher,2,0.2619,0.26364969424684886,0.001749694246848843,128208
financial_vulnerability,45-59,higher,3,0.171,0.17030918507425433,0.0006908149257456864,128208
financial_vulnerability,45-59,higher,4,0.1126,0.11206788967927118,0.0005321103207288208,128208
financial_vulnerability,45-59,higher,5,0.0775,0.07643048795706976,0.0010695120429302374,128208
financial_vulnerability,45-59,lower,1,0.1357,0.13488179969496694,0.0008182003050330455,157360
financial_vulnerability,45-59,lower,2,0.1752,0.17528596847991865,8.59684799186522e-05,157360
financial_vulnerability,45-59,lower,3,0.2198,0.22015760040671073,0.0003576004067107341,157360
financial_vulnerability,45-59,lower,4,0.2242,0.22400228774783934,0.00019771225216067,157360
financial_vulnerability,45-59,lower,5,0.245,0.2456723436705643,0.0006723436705643182,157360
financial_vulnerability,45-59,higher,1,0.377,0.37754274304255586,0.0005427430425558599,128208
financial_vulnerability,45-59,higher,2,0.2619,0.26364969424684886,0.001749694246848843,128208
financial_vulnerability,45-59,higher,3,0.171,0.17030918507425433,0.0006908149257456864,128208
financial_vulnerability,45-59,higher,4,0.1126,0.11206788967927118,0.0005321103207288208,128208
financial_vulnerability,45-59,higher,5,0.0775,0.07643048795706976,0.0010695120429302374,128208
financial_vulnerability,60-74,lower,1,0.1754,0.17460030806819993,0.0007996919318000728,188270
financial_vulnerability,60-74,lower,2,0.2119,0.21190842938333246,8.429383332453355e-06,188270
financial_vulnerability,60-74,lower,3,0.2171,0.21750677218887768,0.00040677218887769095,188270
financial_vulnerability,60-74,lower,4,0.1932,0.19298348117065917,0.00021651882934084488,188270
financial_vulnerability,60-74,lower,5,0.2023,0.2030010091889308,0.0007010091889307901,188270
financial_vulnerability,60-74,higher,1,0.5055,0.5045486354093772,0.0009513645906227275,45728
financial_vulnerability,60-74,higher,2,0.2068,0.2046448565430371,0.00215514345696291,45728
financial_vulnerability,60-74,higher,3,0.1276,0.1292643456962911,0.0016643456962911196,45728
financial_vulnerability,60-74,higher,4,0.0744,0.07645206438068579,0.0020520643806857947,45728
financial_vulnerability,60-74,higher,5,0.0856,0.08509009797060882,0.0005099020293911766,45728
financial_vulnerability,60-74,lower,1,0.1754,0.17460030806819993,0.0007996919318000728,188270
financial_vulnerability,60-74,lower,2,0.2119,0.21190842938333246,8.429383332453355e-06,188270
financial_vulnerability,60-74,lower,3,0.2171,0.21750677218887768,0.00040677218887769095,188270
financial_vulnerability,60-74,lower,4,0.1932,0.19298348117065917,0.00021651882934084488,188270
financial_vulnerability,60-74,lower,5,0.2023,0.2030010091889308,0.0007010091889307901,188270
financial_vulnerability,60-74,higher,1,0.5055,0.5045486354093772,0.0009513645906227275,45728
financial_vulnerability,60-74,higher,2,0.2068,0.2046448565430371,0.00215514345696291,45728
financial_vulnerability,60-74,higher,3,0.1276,0.1292643456962911,0.0016643456962911196,45728
financial_vulnerability,60-74,higher,4,0.0744,0.07645206438068579,0.0020520643806857947,45728
financial_vulnerability,60-74,higher,5,0.0856,0.08509009797060882,0.0005099020293911766,45728
financial_vulnerability,75+,lower,1,0.1082,0.10917015502093012,0.0009701550209301191,86956
financial_vulnerability,75+,lower,2,0.1555,0.15444592667556006,0.0010540733244399358,86956
financial_vulnerability,75+,lower,3,0.1996,0.20067620405722433,0.0010762040572243337,86956
financial_vulnerability,75+,lower,4,0.2238,0.2232278393670362,0.0005721606329638085,86956
financial_vulnerability,75+,lower,5,0.313,0.3124798748792493,0.0005201251207507251,86956
financial_vulnerability,75+,higher,1,0.462,0.4593170320404722,0.0026829679595278266,9488
financial_vulnerability,75+,higher,2,0.201,0.20004215851602022,0.0009578414839797877,9488
financial_vulnerability,75+,higher,3,0.1382,0.13659359190556492,0.0016064080944350745,9488
financial_vulnerability,75+,higher,4,0.0685,0.06903456998313659,0.0005345699831365847,9488
financial_vulnerability,75+,higher,5,0.1304,0.13501264755480608,0.0046126475548060875,9488
financial_vulnerability,75+,lower,1,0.1082,0.10917015502093012,0.0009701550209301191,86956
financial_vulnerability,75+,lower,2,0.1555,0.15444592667556006,0.0010540733244399358,86956
financial_vulnerability,75+,lower,3,0.1996,0.20067620405722433,0.0010762040572243337,86956
financial_vulnerability,75+,lower,4,0.2238,0.2232278393670362,0.0005721606329638085,86956
financial_vulnerability,75+,lower,5,0.313,0.3124798748792493,0.0005201251207507251,86956
financial_vulnerability,75+,higher,1,0.462,0.4593170320404722,0.0026829679595278266,9488
financial_vulnerability,75+,higher,2,0.201,0.20004215851602022,0.0009578414839797877,9488
financial_vulnerability,75+,higher,3,0.1382,0.13659359190556492,0.0016064080944350745,9488
financial_vulnerability,75+,higher,4,0.0685,0.06903456998313659,0.0005345699831365847,9488
financial_vulnerability,75+,higher,5,0.1304,0.13501264755480608,0.0046126475548060875,9488
digital_literacy,19-29,higher,1,0.0012,0.0009709883209161774,0.00022901167908382248,110197
digital_literacy,19-29,higher,2,0.0623,0.06207065528099676,0.00022934471900323827,110197
digital_literacy,19-29,higher,3,0.2571,0.25768396598818477,0.0005839659881847759,110197
digital_literacy,19-29,higher,4,0.2946,0.2958519741916749,0.0012519741916749427,110197
digital_literacy,19-29,higher,5,0.3848,0.38342241621822737,0.0013775837817726067,110197
digital_literacy,19-29,lower,1,0.0108,0.011159892366520322,0.0003598923665203216,35305
digital_literacy,19-29,lower,2,0.0774,0.07627814757116556,0.0011218524288344328,35305
digital_literacy,19-29,lower,3,0.268,0.26817731199546807,0.00017731199546805465,35305
digital_literacy,19-29,lower,4,0.2591,0.2595666336213001,0.00046663362130011654,35305
digital_literacy,19-29,lower,5,0.3849,0.384818014445546,8.198555445404487e-05,35305
digital_literacy,30-44,higher,1,0.0081,0.0074755890731257515,0.0006244109268742481,182193
digital_literacy,30-44,higher,2,0.0608,0.060287716871669055,0.0005122831283309454,182193
digital_literacy,30-44,higher,3,0.2771,0.27778784036708326,0.0006878403670832478,182193
digital_literacy,30-44,higher,4,0.3168,0.317954037751176,0.0011540377511759514,182193
digital_literacy,30-44,higher,5,0.3372,0.33649481593694597,0.0007051840630540318,182193
digital_literacy,30-44,lower,1,0.0427,0.041726618705035974,0.0009733812949640278,56295
digital_literacy,30-44,lower,2,0.1947,0.19477751132427393,7.75113242739156e-05,56295
digital_literacy,30-44,lower,3,0.3509,0.35180744293454125,0.0009074429345412582,56295
digital_literacy,30-44,lower,4,0.2388,0.23755218047783996,0.0012478195221600485,56295
digital_literacy,30-44,lower,5,0.173,0.17413624655830892,0.0011362465583089343,56295
digital_literacy,45-59,higher,1,0.034,0.034007238237863474,7.238237863471664e-06,128208
digital_literacy,45-59,higher,2,0.1719,0.17244633720204666,0.000546337202046665,128208
digital_literacy,45-59,higher,3,0.3662,0.36522681891925624,0.0009731810807437902,128208
digital_literacy,45-59,higher,4,0.262,0.262643516785224,0.0006435167852240076,128208
digital_literacy,45-59,higher,5,0.1658,0.16567608885560964,0.0001239111443903651,128208
digital_literacy,45-59,lower,1,0.1419,0.14215175394001017,0.00025175394001017426,157360
digital_literacy,45-59,lower,2,0.3675,0.3678762074224708,0.00037620742247079786,157360
digital_literacy,45-59,lower,3,0.3154,0.3140505846466701,0.0013494153533299413,157360
digital_literacy,45-59,lower,4,0.1218,0.12221657346212507,0.00041657346212506385,157360
digital_literacy,45-59,lower,5,0.0533,0.05370488052872394,0.0004048805287239429,157360
digital_literacy,60-74,higher,1,0.13,0.13129811056682994,0.0012981105668299353,45728
digital_literacy,60-74,higher,2,0.3326,0.33344996501049684,0.0008499650104968337,45728
digital_literacy,60-74,higher,3,0.3389,0.33620538838348496,0.002694611616515019,45728
digital_literacy,60-74,higher,4,0.1298,0.13027029391182646,0.0004702939118264582,45728
digital_literacy,60-74,higher,5,0.0688,0.06877624212736179,2.3757872638210942e-05,45728
digital_literacy,60-74,lower,1,0.5607,0.561289637223137,0.0005896372231369851,188270
digital_literacy,60-74,lower,2,0.2978,0.29697243320762734,0.0008275667923726693,188270
digital_literacy,60-74,lower,3,0.1061,0.10620916768470813,0.00010916768470813076,188270
digital_literacy,60-74,lower,4,0.0308,0.03061560524778244,0.00018439475221756,188270
digital_literacy,60-74,lower,5,0.0047,0.0049131566367451,0.00021315663674510016,188270
digital_literacy,75+,higher,1,0.3471,0.34201096121416524,0.005089038785834776,9488
digital_literacy,75+,higher,2,0.2884,0.29247470489038785,0.004074704890387859,9488
digital_literacy,75+,higher,5,0.3645,0.3655143338954469,0.0010143338954469172,9488
digital_literacy,75+,lower,1,0.8964,0.8962808776852661,0.00011912231473387713,86956
digital_literacy,75+,lower,2,0.0719,0.07225493352960118,0.0003549335296011702,86956
digital_literacy,75+,lower,3,0.0126,0.012293573761442569,0.000306426238557431,86956
digital_literacy,75+,lower,4,0.0173,0.01727310363862183,2.689636137816892e-05,86956
digital_literacy,75+,lower,5,0.0019,0.0018975113850683105,2.488614931689479e-06,86956
authority_deference,19-29,lower,1,0.2199,0.21496348551840627,0.00493651448159374,20129
authority_deference,19-29,lower,2,0.2654,0.2672760693526752,0.0018760693526752026,20129
authority_deference,19-29,lower,3,0.2681,0.26966068855879577,0.0015606885587957642,20129
authority_deference,19-29,lower,4,0.0824,0.08281583784589398,0.0004158378458939821,20129
authority_deference,19-29,lower,5,0.1643,0.16528391872422873,0.0009839187242287328,20129
authority_deference,19-29,higher,1,0.2263,0.22627073301230605,2.9266987693954416e-05,56070
authority_deference,19-29,higher,2,0.2396,0.23873729266987695,0.0008627073301230581,56070
authority_deference,19-29,higher,3,0.2802,0.2793115748171928,0.0008884251828071843,56070
authority_deference,19-29,higher,4,0.0783,0.07879436418762262,0.0004943641876226229,56070
authority_deference,19-29,higher,5,0.1756,0.1768860353130016,0.0012860353130015878,56070
authority_deference,19-29,lower,1,0.1937,0.19148655772272008,0.002213442277279931,15176
authority_deference,19-29,lower,2,0.284,0.28070637849235636,0.003293621507643618,15176
authority_deference,19-29,lower,3,0.1599,0.15979177648919346,0.00010822351080652659,15176
authority_deference,19-29,lower,4,0.1641,0.1664470216130733,0.0023470216130732913,15176
authority_deference,19-29,lower,5,0.1983,0.20156826568265682,0.0032682656826568124,15176
authority_deference,19-29,higher,1,0.2092,0.20826944039019343,0.0009305596098065638,54127
authority_deference,19-29,higher,2,0.3066,0.3084412585216251,0.0018412585216250887,54127
authority_deference,19-29,higher,3,0.1727,0.17185508156742477,0.0008449184325752257,54127
authority_deference,19-29,higher,4,0.1676,0.16791989210560349,0.00031989210560348647,54127
authority_deference,19-29,higher,5,0.1439,0.14351432741515324,0.0003856725848467579,54127
authority_deference,30-44,lower,1,0.0434,0.04288099047089101,0.0005190095291089936,28754
authority_deference,30-44,lower,2,0.1702,0.1704806287820825,0.00028062878208251485,28754
authority_deference,30-44,lower,3,0.4003,0.39938791124713086,0.0009120887528691335,28754
authority_deference,30-44,lower,4,0.2334,0.2323502816999374,0.001049718300062591,28754
authority_deference,30-44,lower,5,0.1528,0.15490018779995826,0.0021001877999582697,28754
authority_deference,30-44,higher,1,0.3306,0.33201995221528274,0.0014199522152827382,95428
authority_deference,30-44,higher,2,0.2543,0.2560150060778807,0.0017150060778806653,95428
authority_deference,30-44,higher,3,0.1573,0.15628536697824538,0.001014633021754613,95428
authority_deference,30-44,higher,4,0.1904,0.188372385463386,0.002027614536614014,95428
authority_deference,30-44,higher,5,0.0674,0.06730728926520518,9.271073479481806e-05,95428
authority_deference,30-44,lower,1,0.0778,0.0786463817581061,0.000846381758106099,27541
authority_deference,30-44,lower,2,0.2245,0.22130641588903815,0.00319358411096185,27541
authority_deference,30-44,lower,3,0.3754,0.37235394502741365,0.003046054972586365,27541
authority_deference,30-44,lower,4,0.0867,0.08848625685341854,0.0017862568534185441,27541
authority_deference,30-44,lower,5,0.2356,0.23920700047202353,0.0036070004720235305,27541
authority_deference,30-44,higher,1,0.2762,0.2768973664496053,0.0006973664496052745,86765
authority_deference,30-44,higher,2,0.2394,0.24096121708062007,0.0015612170806200698,86765
authority_deference,30-44,higher,3,0.2668,0.26731977179738375,0.0005197717973837723,86765
authority_deference,30-44,higher,4,0.0925,0.0923413818936207,0.00015861810637929352,86765
authority_deference,30-44,higher,5,0.1251,0.12248026277877024,0.0026197372212297537,86765
authority_deference,45-59,lower,1,0.1989,0.20003657747390338,0.0011365774739033885,71082
authority_deference,45-59,lower,2,0.2218,0.22014011986156834,0.0016598801384316575,71082
authority_deference,45-59,lower,3,0.1456,0.14833572493739625,0.002735724937396239,71082
authority_deference,45-59,lower,4,0.1753,0.17204074167862468,0.00325925832137533,71082
authority_deference,45-59,lower,5,0.2585,0.2594468360485074,0.0009468360485073712,71082
authority_deference,45-59,higher,1,0.3367,0.33640247190079214,0.0002975280992078555,72333
authority_deference,45-59,higher,2,0.2158,0.2165263434393707,0.0007263434393706969,72333
authority_deference,45-59,higher,3,0.178,0.17642016783487482,0.0015798321651251668,72333
authority_deference,45-59,higher,4,0.1543,0.15407905105553482,0.00022094894446517133,72333
authority_deference,45-59,higher,5,0.1151,0.11657196576942751,0.0014719657694275134,72333
authority_deference,45-59,lower,1,0.1072,0.10586708083172999,0.0013329191682700109,86278
authority_deference,45-59,lower,2,0.2695,0.27217830733211246,0.0026783073321124395,86278
authority_deference,45-59,lower,3,0.1819,0.18114698996267878,0.0007530100373212278,86278
authority_deference,45-59,lower,4,0.2388,0.23693177866895385,0.001868221331046166,86278
authority_deference,45-59,lower,5,0.2026,0.2038758432045249,0.0012758432045248957,86278
authority_deference,45-59,higher,1,0.2473,0.24737360178970919,7.36017897091934e-05,55875
authority_deference,45-59,higher,2,0.1153,0.11457718120805369,0.0007228187919463142,55875
authority_deference,45-59,higher,3,0.3513,0.35003131991051456,0.001268680089485441,55875
authority_deference,45-59,higher,4,0.1436,0.14478747203579417,0.0011874720357941682,55875
authority_deference,45-59,higher,5,0.1426,0.14323042505592842,0.0006304250559284186,55875
authority_deference,60-74,lower,1,0.0812,0.08174445587426138,0.0005444558742613848,83602
authority_deference,60-74,lower,2,0.1089,0.11027248151958087,0.0013724815195808732,83602
authority_deference,60-74,lower,3,0.1841,0.18517499581349728,0.0010749958134972648,83602
authority_deference,60-74,lower,4,0.2078,0.2079376091481065,0.00013760914810648228,83602
authority_deference,60-74,lower,5,0.4179,0.41487045764455394,0.0030295423554460577,83602
authority_deference,60-74,higher,1,0.0958,0.09512154787497933,0.0006784521250206704,30235
authority_deference,60-74,higher,2,0.1356,0.13937489664296346,0.00377489664296346,30235
authority_deference,60-74,higher,3,0.2013,0.19923929221101372,0.002060707788986288,30235
authority_deference,60-74,higher,4,0.1908,0.18819249214486522,0.0026075078551347775,30235
authority_deference,60-74,higher,5,0.3765,0.3780717711261783,0.0015717711261782896,30235
authority_deference,60-74,lower,1,0.1063,0.10572476783735239,0.0005752321626476126,104668
authority_deference,60-74,lower,2,0.1062,0.10479802805059808,0.00140197194940192,104668
authority_deference,60-74,lower,3,0.158,0.16058394160583941,0.0025839416058394127,104668
authority_deference,60-74,lower,4,0.2741,0.27367485764512556,0.0004251423548744526,104668
authority_deference,60-74,lower,5,0.3554,0.3552184048610846,0.00018159513891541357,104668
authority_deference,60-74,higher,1,0.1081,0.1112115148776867,0.003111514877686697,15493
authority_deference,60-74,higher,2,0.1296,0.13380236235719356,0.0042023623571935675,15493
authority_deference,60-74,higher,3,0.1595,0.1603950171044988,0.0008950171044987965,15493
authority_deference,60-74,higher,4,0.2389,0.239914800232363,0.001014800232363,15493
authority_deference,60-74,higher,5,0.3639,0.3546763054282579,0.009223694571742103,15493
authority_deference,75+,lower,1,0.1016,0.10489465363146518,0.0032946536314651803,30993
authority_deference,75+,lower,2,0.1997,0.19836737327783693,0.001332626722163055,30993
authority_deference,75+,lower,3,0.118,0.11889781563578873,0.0008978156357887374,30993
authority_deference,75+,lower,4,0.2383,0.2359242409576356,0.0023757590423644226,30993
authority_deference,75+,lower,5,0.3424,0.3419159164972736,0.00048408350272638456,30993
authority_deference,75+,higher,1,0.1072,0.11107905366416619,0.0038790536641661877,6932
authority_deference,75+,higher,2,0.2503,0.24206578188113098,0.008234218118869041,6932
authority_deference,75+,higher,3,0.1086,0.1122331217541835,0.0036331217541834965,6932
authority_deference,75+,higher,4,0.1808,0.18378534333525678,0.002985343335256796,6932
authority_deference,75+,higher,5,0.3531,0.35083669936526257,0.002263300634737453,6932
authority_deference,75+,lower,1,0.1059,0.10682057788181477,0.0009205778818147797,55963
authority_deference,75+,lower,2,0.1497,0.147919160874149,0.0017808391258510026,55963
authority_deference,75+,lower,3,0.143,0.14330897199935672,0.0003089719993567275,55963
authority_deference,75+,lower,4,0.2512,0.24991512249164627,0.00128487750835371,55963
authority_deference,75+,lower,5,0.3501,0.35203616675303323,0.0019361667530332083,55963
authority_deference,75+,higher,1,0.1015,0.09976525821596244,0.001734741784037569,2556
authority_deference,75+,higher,2,0.1522,0.1486697965571205,0.0035302034428794926,2556
authority_deference,75+,higher,3,0.1371,0.15336463223787167,0.016264632237871668,2556
authority_deference,75+,higher,4,0.2407,0.23943661971830985,0.0012633802816901518,2556
authority_deference,75+,higher,5,0.3686,0.35876369327073554,0.009836306729264443,2556
social_isolation,19-29,lower,1,0.4052,0.40742212727905014,0.0022221272790501345,20129
social_isolation,19-29,lower,3,0.1942,0.19017338168811168,0.00402661831188833,20129
social_isolation,19-29,lower,4,0.2707,0.2715981916637687,0.0008981916637686993,20129
social_isolation,19-29,lower,5,0.13,0.1308062993690695,0.0008062993690695075,20129
social_isolation,19-29,higher,1,0.5007,0.4963260210451222,0.004373978954877844,56070
social_isolation,19-29,higher,3,0.1561,0.15682182985553772,0.0007218298555377312,56070
social_isolation,19-29,higher,4,0.1953,0.19994649545211343,0.0046464954521134305,56070
social_isolation,19-29,higher,5,0.1479,0.14690565364722669,0.0009943463527733176,56070
social_isolation,19-29,lower,1,0.5752,0.5769636267791249,0.0017636267791248939,15176
social_isolation,19-29,lower,3,0.1137,0.11129414865577227,0.00240585134422773,15176
social_isolation,19-29,lower,4,0.2293,0.23194517659462308,0.002645176594623072,15176
social_isolation,19-29,lower,5,0.0818,0.0797970479704797,0.0020029520295202913,15176
social_isolation,19-29,higher,1,0.5473,0.549466994291204,0.0021669942912040385,54127
social_isolation,19-29,higher,3,0.0519,0.052155116670053764,0.00025511667005376215,54127
social_isolation,19-29,higher,4,0.2486,0.24634655532359082,0.002253444676409172,54127
social_isolation,19-29,higher,5,0.1522,0.1520313337151514,0.0001686662848486009,54127
social_isolation,30-44,lower,1,0.492,0.49168811295819714,0.00031188704180284965,28754
social_isolation,30-44,lower,3,0.2281,0.22640328302149265,0.0016967169785073455,28754
social_isolation,30-44,lower,4,0.2206,0.2225081727759616,0.001908172775961614,28754
social_isolation,30-44,lower,5,0.0593,0.059400431244348614,0.00010043124434861578,28754
social_isolation,30-44,higher,1,0.4938,0.49497002976065724,0.0011700297606572208,95428
social_isolation,30-44,higher,3,0.0927,0.0926038479272331,9.615207276690574e-05,95428
social_isolation,30-44,higher,4,0.2141,0.21408810831202582,1.189168797419149e-05,95428
social_isolation,30-44,higher,5,0.1993,0.19833801400008383,0.0009619859999161762,95428
social_isolation,30-44,lower,1,0.5887,0.5915544097890418,0.002854409789041834,27541
social_isolation,30-44,lower,3,0.1949,0.19578083584474057,0.0008808358447405795,27541
social_isolation,30-44,lower,4,0.153,0.15064812461421154,0.00235187538578846,27541
social_isolation,30-44,lower,5,0.0634,0.0620166297520061,0.001383370247993898,27541
social_isolation,30-44,higher,1,0.4311,0.4318676885841065,0.0007676885841065295,86765
social_isolation,30-44,higher,3,0.1691,0.16842044603238632,0.000679553967613683,86765
social_isolation,30-44,higher,4,0.2457,0.24554832017518585,0.00015167982481414932,86765
social_isolation,30-44,higher,5,0.1542,0.15416354520832132,3.645479167868615e-05,86765
social_isolation,45-59,lower,1,0.5219,0.5262373033960778,0.004337303396077741,71082
social_isolation,45-59,lower,3,0.2095,0.20815396302861483,0.0013460369713851617,71082
social_isolation,45-59,lower,4,0.1777,0.173785205818632,0.003914794181368003,71082
social_isolation,45-59,lower,5,0.091,0.09182352775667539,0.0008235277566753935,71082
social_isolation,45-59,higher,1,0.4067,0.40675763482781024,5.7634827810237876e-05,72333
social_isolation,45-59,higher,3,0.3236,0.32491393969557464,0.0013139396955746396,72333
social_isolation,45-59,higher,4,0.1843,0.18354001631343922,0.0007599836865607723,72333
social_isolation,45-59,higher,5,0.0854,0.08478840916317587,0.000611590836824133,72333
social_isolation,45-59,lower,1,0.4593,0.45899302255499663,0.00030697744500335356,86278
social_isolation,45-59,lower,3,0.2196,0.21911727207399337,0.00048272792600662084,86278
social_isolation,45-59,lower,4,0.2346,0.23335033264563387,0.0012496673543661296,86278
social_isolation,45-59,lower,5,0.0866,0.08853937272537611,0.001939372725376115,86278
social_isolation,45-59,higher,1,0.4113,0.41147203579418345,0.00017203579418345605,55875
social_isolation,45-59,higher,3,0.2433,0.24345413870246085,0.00015413870246086536,55875
social_isolation,45-59,higher,4,0.2714,0.27248322147651005,0.0010832214765100767,55875
social_isolation,45-59,higher,5,0.074,0.07259060402684564,0.0014093959731543565,55875
social_isolation,60-74,lower,1,0.4995,0.49894739360302387,0.0005526063969761297,83602
social_isolation,60-74,lower,3,0.2462,0.24617832109279683,2.1678907203170894e-05,83602
social_isolation,60-74,lower,4,0.1623,0.1629147628047176,0.000614762804717589,83602
social_isolation,60-74,lower,5,0.092,0.09195952249946174,4.047750053826071e-05,83602
social_isolation,60-74,higher,1,0.4881,0.48784521250206714,0.00025478749793284017,30235
social_isolation,60-74,higher,3,0.2512,0.2524226889366628,0.0012226889366628302,30235
social_isolation,60-74,higher,4,0.2217,0.2205391103026294,0.001160889697370604,30235
social_isolation,60-74,higher,5,0.039,0.03919298825864065,0.00019298825864064867,30235
social_isolation,60-74,lower,1,0.4697,0.4692551687239653,0.0004448312760347295,104668
social_isolation,60-74,lower,3,0.271,0.27181182405319676,0.0008118240531967413,104668
social_isolation,60-74,lower,4,0.1703,0.1703099323575496,9.93235754959132e-06,104668
social_isolation,60-74,lower,5,0.089,0.08862307486528834,0.00037692513471165867,104668
social_isolation,60-74,higher,1,0.4657,0.4686632672819983,0.0029632672819983052,15493
social_isolation,60-74,higher,3,0.2801,0.2817401407087072,0.0016401407087071607,15493
social_isolation,60-74,higher,4,0.2204,0.21693668108177888,0.003463318918221131,15493
social_isolation,60-74,higher,5,0.0338,0.032659910927515655,0.0011400890724843418,15493
social_isolation,75+,lower,1,0.3706,0.3715677733681799,0.0009677733681799361,30993
social_isolation,75+,lower,3,0.2668,0.2651889136256574,0.0016110863743425963,30993
social_isolation,75+,lower,4,0.2485,0.2508630981189301,0.002363098118930096,30993
social_isolation,75+,lower,5,0.1141,0.1123802148872326,0.001719785112767394,30993
social_isolation,75+,higher,1,0.3794,0.3757934218118869,0.0036065781881131076,6932
social_isolation,75+,higher,3,0.2465,0.25447201384881707,0.007972013848817072,6932
social_isolation,75+,higher,4,0.2691,0.2756780150028852,0.006578015002885185,6932
social_isolation,75+,higher,5,0.105,0.09405654933641085,0.01094345066358915,6932
social_isolation,75+,lower,1,0.3999,0.39660132587602526,0.003298674123974721,55963
social_isolation,75+,lower,3,0.2502,0.25064774940585743,0.00044774940585745604,55963
social_isolation,75+,lower,4,0.1958,0.1967192609402641,0.0009192609402640939,55963
social_isolation,75+,lower,5,0.1541,0.1560316637778532,0.0019316637778532264,55963
social_isolation,75+,higher,1,0.4043,0.39436619718309857,0.009933802816901427,2556
social_isolation,75+,higher,3,0.2462,0.24960876369327073,0.0034087636932707277,2556
social_isolation,75+,higher,4,0.1927,0.18935837245696402,0.003341627543035991,2556
