attr,age_band,education_tier,level,prob,syn,abs_dev,cell_n
digital_literacy,45-59,higher,2,0.1719,0.17112036690378135,0.000779633096218646,128208
digital_literacy,45-59,higher,3,0.3662,0.36667758642206416,0.0004775864220641357,128208
digital_literacy,45-59,higher,4,0.262,0.2623315237738675,0.00033152377386747034,128208
digital_literacy,45-59,higher,5,0.1658,0.16605048046923748,0.0002504804692374796,128208
digital_literacy,45-59,lower,1,0.1419,0.14098246059989833,0.000917539400101669,157360
digital_literacy,45-59,lower,2,0.3675,0.3683464667005592,0.0008464667005592119,157360
digital_literacy,45-59,lower,3,0.3154,0.31549949161159124,9.949161159122921e-05,157360
digital_literacy,45-59,lower,4,0.1218,0.12199415353329944,0.00019415353329943486,157360
digital_literacy,45-59,lower,5,0.0533,0.053177427554651754,0.00012257244534824574,157360
digital_literacy,60-74,higher,1,0.13,0.12863016095171448,0.001369839048285526,45728
digital_literacy,60-74,higher,2,0.3326,0.32892319804058784,0.003676801959412168,45728
digital_literacy,60-74,higher,3,0.3389,0.3409945766270119,0.0020945766270119015,45728
digital_literacy,60-74,higher,4,0.1298,0.13116689993002098,0.0013668999300209816,45728
digital_literacy,60-74,higher,5,0.0688,0.0702851644506648,0.0014851644506647943,45728
digital_literacy,60-74,lower,1,0.5607,0.5602538906889042,0.0004461093110957881,188270
digital_literacy,60-74,lower,2,0.2978,0.2982471981728369,0.00044719817283689345,188270
digital_literacy,60-74,lower,3,0.1061,0.10567270409518245,0.0004272959048175484,188270
digital_literacy,60-74,lower,4,0.0308,0.03106177298560578,0.00026177298560577794,188270
digital_literacy,60-74,lower,5,0.0047,0.004764434057470654,6.44340574706536e-05,188270
digital_literacy,75+,higher,1,0.3471,0.34970489038785835,0.0026048903878583274,9488
digital_literacy,75+,higher,2,0.2884,0.29152613827993257,0.0031261382799325776,9488
digital_literacy,75+,higher,5,0.3645,0.3587689713322091,0.005731028667790905,9488
digital_literacy,75+,lower,1,0.8964,0.8960968765812595,0.00030312341874050297,86956
digital_literacy,75+,lower,2,0.0719,0.07225493352960118,0.0003549335296011702,86956
digital_literacy,75+,lower,3,0.0126,0.012477574865449193,0.00012242513455080692,86956
digital_literacy,75+,lower,4,0.0173,0.017342104052624315,4.210405262431577e-05,86956
digital_literacy,75+,lower,5,0.0019,0.0018285109710658265,7.148902893417352e-05,86956
authority_deference,19-29,,1,0.2086,0.21241632417423814,0.0038163241742381337,145502
authority_deference,19-29,,2,0.2734,0.27071105551813723,0.002688944481862743,145502
authority_deference,19-29,,3,0.2217,0.2212546906571731,0.0004453093428269106,145502
authority_deference,19-29,,4,0.1174,0.11660320820332366,0.000796791796676341,145502
authority_deference,19-29,,5,0.1789,0.17901472144712788,0.00011472144712787458,145502
authority_deference,30-44,,1,0.244,0.2439158364362148,8.416356378518342e-05,238488
authority_deference,30-44,,2,0.2293,0.22948743752306194,0.00018743752306193961,238488
authority_deference,30-44,,3,0.2534,0.2542056623394049,0.0008056623394048779,238488
authority_deference,30-44,,4,0.1653,0.16496427493207205,0.00033572506792795,238488
authority_deference,30-44,,5,0.108,0.10742678876924625,0.0005732112307537535,238488
authority_deference,45-59,,1,0.2251,0.22478358919766922,0.00031641080233077434,285568
authority_deference,45-59,,2,0.2047,0.2037588245181533,0.00094117548184669,285568
authority_deference,45-59,,3,0.2194,0.21982154863290004,0.00042154863290003175,285568
authority_deference,45-59,,4,0.1783,0.17852840654415061,0.00022840654415062778,285568
authority_deference,45-59,,5,0.1726,0.17310763110712685,0.0005076311071268436,285568
authority_deference,60-74,,1,0.103,0.10251369669826238,0.0004863033017376145,233998
authority_deference,60-74,,2,0.1321,0.13089000760690261,0.001209992393097381,233998
authority_deference,60-74,,3,0.1769,0.17882204121402748,0.0019220412140274756,233998
authority_deference,60-74,,4,0.2189,0.21952324378840846,0.0006232437884084452,233998
authority_deference,60-74,,5,0.3691,0.3682510106923991,0.0008489893076009114,233998
authority_deference,75+,,1,0.1036,0.10280577329849447,0.0007942267015055293,96444
authority_deference,75+,,2,0.1885,0.1868649164281863,0.0016350835718136891,96444
authority_deference,75+,,3,0.1265,0.12817801003691262,0.0016780100369126194,96444
authority_deference,75+,,4,0.2185,0.21897681556136203,0.00047681556136203174,96444
authority_deference,75+,,5,0.3628,0.3631744846750446,0.00037448467504458405,96444
social_isolation,19-29,,1,0.5157,0.5161234897114816,0.00042348971148153947,145502
social_isolation,19-29,,3,0.1173,0.11739357534604335,9.357534604334528e-05,145502
social_isolation,19-29,,4,0.2235,0.22328215419719316,0.00021784580280684307,145502
social_isolation,19-29,,5,0.1434,0.14320078074528186,0.00019921925471813595,145502
social_isolation,30-44,,1,0.5041,0.5031280399852404,0.0009719600147596319,238488
social_isolation,30-44,,3,0.1667,0.16650313642615142,0.00019686357384857134,238488
social_isolation,30-44,,4,0.2062,0.2069915467444903,0.0007915467444903068,238488
social_isolation,30-44,,5,0.1231,0.12337727684411794,0.0002772768441179352,238488
social_isolation,45-59,,1,0.466,0.465384777005827,0.000615222994173048,285568
social_isolation,45-59,,3,0.2356,0.23729899708650828,0.0016989970865082804,285568
social_isolation,45-59,,4,0.212,0.21125616315553564,0.0007438368444643573,285568
social_isolation,45-59,,5,0.0864,0.08606006275212909,0.0003399372478709167,285568
social_isolation,60-74,,1,0.4813,0.4818118103573535,0.0005118103573534816,233998
social_isolation,60-74,,3,0.262,0.2608441097787161,0.0011558902212839284,233998
social_isolation,60-74,,4,0.173,0.1738690074274139,0.0008690074274139148,233998
social_isolation,60-74,,5,0.0837,0.08347507243651656,0.00022492756348344023,233998
social_isolation,75+,,1,0.3942,0.39603293102733195,0.0018329310273319521,96444
social_isolation,75+,,3,0.2464,0.24581104060387374,0.0005889593961262707,96444
social_isolation,75+,,4,0.2238,0.2216415743851354,0.0021584256148645953,96444
social_isolation,75+,,5,0.1357,0.1365144539836589,0.0008144539836589249,96444
prior_victimization,19-29,,0,0.9528,0.953629503374524,0.0008295033745240321,145502
prior_victimization,19-29,,1,0.0472,0.04637049662547594,0.0008295033745240599,145502
prior_victimization,30-44,,0,0.9522,0.9516411727214786,0.0005588272785214121,238488
prior_victimization,30-44,,1,0.0478,0.04835882727852135,0.0005588272785213497,238488
prior_victimization,45-59,,0,0.9638,0.9640926154190945,0.0002926154190945329,285568
prior_victimization,45-59,,1,0.0362,0.03590738458090542,0.0002926154190945815,285568
prior_victimization,60-74,,0,0.9695,0.9690894793972598,0.0004105206027402719,233998
prior_victimization,60-74,,1,0.0305,0.030910520602740195,0.0004105206027401956,233998
prior_victimization,75+,,0,0.9775,0.9769192484757995,0.0005807515242005623,96444
prior_victimization,75+,,1,0.0225,0.023080751524200572,0.0005807515242005727,96444
reporting_propensity,19-29,,0,0.7821,0.7808621187337631,0.0012378812662369176,145502
reporting_propensity,19-29,,1,0.2179,0.2191378812662369,0.0012378812662368899,145502
reporting_propensity,30-44,,0,0.7641,0.765120257623025,0.0010202576230250449,238488
reporting_propensity,30-44,,1,0.2359,0.23487974237697495,0.0010202576230250449,238488
reporting_propensity,45-59,,0,0.806,0.8068761205737337,0.0008761205737336519,285568
reporting_propensity,45-59,,1,0.194,0.19312387942626624,0.000876120573733763,285568
reporting_propensity,60-74,,0,0.6062,0.6072915153120967,0.0010915153120967247,233998
reporting_propensity,60-74,,1,0.3938,0.3927084846879033,0.0010915153120966692,233998
reporting_propensity,75+,,0,0.982,0.9826531458670317,0.0006531458670316903,96444
reporting_propensity,75+,,1,0.018,0.017346854132968353,0.0006531458670316452,96444
